0.000192	0.00012	-0.000866
0.001307	0.000784	-0.005928
0.004164	0.002332	-0.019048
0.008412	0.004194	-0.038978
0.012309	0.004937	-0.058202
0.014025	0.00333	-0.068543
0.012853	-0.000816	-0.066581
0.009365	-0.006576	-0.054505
0.004798	-0.012264	-0.037547
0.000344	-0.016047	-0.020711
-0.003132	-0.016757	-0.006824
-0.004917	-0.014432	0.003517
-0.004358	-0.010238	0.01088
-0.001162	-0.005895	0.016072
0.00432	-0.00291	0.019811
0.011207	-0.001977	0.022711
0.018514	-0.002865	0.025261
0.025534	-0.00469	0.027689
0.031998	-0.00624	0.02964
0.03785	-0.006403	0.030041
0.042634	-0.004839	0.027642
0.045158	-0.00229	0.021908
0.044145	-0.000022	0.013387 
0.039254	0.001019	0.003341
0.031369	0.000643	-0.006936
0.022043	-0.000532	-0.016623
0.012706	-0.000958	-0.025509
0.004159	0.001424	-0.03381
-0.00349	0.007425	-0.041889
-0.010472	0.015179	-0.050021
-0.01668	0.021184	-0.058307
-0.021143	0.022776	-0.0667
-0.022447	0.019551	-0.075093
-0.020014	0.013035	-0.083263
-0.015005	0.005427	-0.090454
-0.009826	-0.00157	-0.094986
-0.006683	-0.007264	-0.094799
-0.00647	-0.011843	-0.088795
-0.008601	-0.01591	-0.07765
-0.011446	-0.020028	-0.063401
-0.012991	-0.024357	-0.048337
-0.011687	-0.028206	-0.034128
-0.007124	-0.02979	-0.021808
-0.000053	-0.026926	-0.012407
0.008133	-0.018644	-0.007169
0.015887	-0.006636	-0.006841
0.021745	0.004933	-0.010956
0.024638	0.011676	-0.017945
0.024312	0.011506	-0.025854
0.021437	0.005348	-0.0329
0.017218	-0.004	-0.03774
0.012806	-0.013363	-0.039752
0.008896	-0.019952	-0.039212
0.005642	-0.021658	-0.037065
0.002839	-0.017604	-0.034467
0.000171	-0.008543	-0.032515
-0.002592	0.003564	-0.032086
-0.005529	0.016546	-0.033272
-0.00859	0.028879	-0.034528
-0.011596	0.039825	-0.032815
-0.014051	0.048701	-0.025315
-0.015085	0.054238	-0.011258
-0.013886	0.055142	0.007797
-0.010286	0.051206	0.028905
-0.004876	0.043626	0.048425
0.0013	0.034328	0.062236
0.007061	0.02504	0.066756
0.011314	0.016703	0.060721
0.013401	0.00943	0.046056
0.013387	0.002817	0.027053
0.011955	-0.003642	0.008518
0.009992	-0.010281	-0.006177
0.008188	-0.016991	-0.016122
0.006844	-0.022724	-0.022476
0.005918	-0.025413	-0.026951
0.005195	-0.023065	-0.030095
0.0045	-0.01519	-0.030725
0.003896	-0.003142	-0.027105
0.003744	0.010464	-0.018701
0.004456	0.022376	-0.007053
0.00619	0.029451	0.004774
0.008744	0.029874	0.01382
0.011706	0.02402	0.018734
0.014683	0.014071	0.020082
0.017447	0.002732	0.019541
0.019958	-0.007785	0.018758
0.022217	-0.015736	0.018446
0.023927	-0.019474	0.018178
0.024328	-0.017872	0.016989
0.022621	-0.01118	0.01422
0.018589	-0.001274	0.009923
0.012761	0.008894	0.004693
0.006077	0.016403	-0.000746
-0.000602	0.019591	-0.00589
-0.006727	0.018622	-0.010572
-0.01189	0.015013	-0.014894
-0.015543	0.010619	-0.019062
-0.017126	0.006763	-0.023248
-0.016492	0.003804	-0.027525
-0.014092	0.001112	-0.031876
-0.010761	-0.002367	-0.036241
-0.007372	-0.00686	-0.04056
-0.004654	-0.010871	-0.044639
-0.003126	-0.011919	-0.047401
-0.002978	-0.008329	-0.045955
-0.004013	-0.000459	-0.036179
-0.005754	0.009298	-0.015652
-0.007674	0.017611	0.012919
-0.009273	0.0219	0.041231
-0.009932	0.021537	0.059531
-0.008877	0.01781	0.062253
-0.005542	0.01297	0.050512
0.000007	0.009083	0.030466
0.007077	0.007229	0.009734
0.014626	0.007341	-0.005956
0.021332	0.008619	-0.014535
0.025615	0.010098	-0.017309
0.026148	0.010925	-0.017246
0.022623	0.010282	-0.017066
0.015943	0.007407	-0.018159
0.007682	0.001938	-0.02055
-0.000692	-0.005796	-0.023531
-0.008331	-0.014915	-0.026353
-0.015085	-0.02436	-0.028589
-0.021255	-0.032991	-0.029975
-0.027256	-0.03938	-0.029843
-0.033381	-0.041958	-0.02694
-0.039713	-0.039836	-0.020174
-0.046078	-0.03345	-0.009639
-0.05177	-0.024309	0.003048
-0.055322	-0.013986	0.015389
-0.055004	-0.003149	0.0252
-0.049919	0.00829	0.031437
-0.040638	0.019817	0.034232
-0.028842	0.029466	0.034667
-0.016406	0.034843	0.034763
-0.004625	0.034879	0.03689
0.006058	0.030443	0.041852
0.015863	0.023621	0.04754
0.025087	0.016512	0.050281
0.033159	0.010397	0.047534
0.038266	0.005535	0.039298
0.038416	0.001442	0.027569
0.032991	-0.002644	0.014894
0.023201	-0.007335	0.003116
0.011274	-0.012839	-0.007111
-0.000708	-0.018978	-0.016093
-0.011567	-0.025386	-0.02435
-0.021128	-0.031684	-0.031495
-0.029856	-0.037442	-0.035634
-0.038365	-0.042055	-0.034344
-0.047033	-0.044869	-0.026488
-0.055628	-0.04559	-0.013048
-0.062888	-0.044515	0.003531
-0.066707	-0.042523	0.020682
-0.065338	-0.040971	0.03674
-0.058625	-0.040915	0.051149
-0.048075	-0.041645	0.063725
-0.035921	-0.040419	0.073584
-0.024038	-0.034308	0.07902
-0.01335	-0.022238	0.078688
-0.003884	-0.005598	0.072799
0.004624	0.012237	0.063118
0.011902	0.026997	0.051984
0.016882	0.035254	0.041258
0.018453	0.036015	0.031786
0.016536	0.030895	0.023493
0.012488	0.022969	0.015823
0.008534	0.015435	0.008203
0.00661	0.01072	0.000314
0.007453	0.009899	-0.007759
0.010541	0.012512	-0.015226
0.014699	0.01685	-0.020392
0.018823	0.020528	-0.021271
0.022189	0.021305	-0.01683
0.024154	0.01802	-0.007697
0.023809	0.011025	0.004252
0.02033	0.001767	0.016775
0.013657	-0.008088	0.027614
0.004641	-0.017375	0.034355
-0.005422	-0.025689	0.03487
-0.015402	-0.033227	0.028427
-0.024703	-0.040157	0.016245
-0.033227	-0.045501	0.000844
-0.040831	-0.046693	-0.014985
-0.046447	-0.04102	-0.028359
-0.047944	-0.027708	-0.035909
-0.043412	-0.008477	-0.034439
-0.032654	0.013589	-0.022826
-0.017377	0.035639	-0.003538
-0.000165	0.055829	0.01757
0.016622	0.072626	0.033568
0.030986	0.083836	0.0398
0.040811	0.087189	0.035888
0.044102	0.082032	0.025051
0.040135	0.07007	0.011878
0.030127	0.054486	0.000573
0.016658	0.038382	-0.005659
0.002407	0.023659	-0.005061
-0.010861	0.010765	0.001803
-0.022601	-0.000848	0.011793
-0.033175	-0.012024	0.020563
-0.043287	-0.023277	0.024844
-0.053392	-0.034413	0.023844
-0.062971	-0.044619	0.019053
-0.069914	-0.053054	0.013142
-0.071107	-0.059461	0.008785
-0.064357	-0.064201	0.007674
-0.049946	-0.06755	0.010018
-0.030415	-0.068822	0.014653
-0.009072	-0.066388	0.019578
0.011521	-0.058892	0.02271
0.030252	-0.046417	0.022753
0.047294	-0.030511	0.019695
0.063461	-0.01334	0.014565
0.079489	0.003119	0.008727
0.095209	0.017344	0.003222
0.108654	0.02836	-0.001519
0.116282	0.036083	-0.005593
0.115066	0.041559	-0.009306
0.104667	0.046067	-0.012619
0.087622	0.049508	-0.014465
0.067752	0.050181	-0.012775
0.048295	0.046366	-0.005727
0.030868	0.037808	0.006899
0.015492	0.025844	0.023571
0.00129	0.012507	0.041954
-0.012723	-0.0005	0.060056
-0.02714	-0.012355	0.07657
-0.042056	-0.023084	0.089975
-0.057238	-0.033181	0.097781
-0.072048	-0.043177	0.097631
-0.084676	-0.053382	0.089182
-0.091838	-0.063574	0.074535
-0.090432	-0.072254	0.05703
-0.079798	-0.076296	0.039623
-0.062191	-0.072355	0.023901
-0.041355	-0.059136	0.010016
-0.02064	-0.038295	-0.002741
-0.00185	-0.013359	-0.015117
0.014838	0.012135	-0.026846
0.030232	0.035795	-0.035813
0.045327	0.055984	-0.038642
0.060535	0.070713	-0.032862
0.074781	0.077732	-0.018838
0.085218	0.076037	-0.000149
0.088644	0.066905	0.017562
0.0837	0.053348	0.028947
0.071756	0.038625	0.031396
0.055965	0.024965	0.025864
0.039549	0.013125	0.015683
0.024539	0.002727	0.004596
0.011451	-0.00707	-0.004479
-0.000264	-0.016983	-0.009676
-0.011508	-0.027326	-0.010352
-0.022967	-0.03804	-0.007507
-0.034887	-0.048878	-0.003549
-0.047149	-0.059599	-0.001029
-0.059415	-0.070015	-0.001333
-0.070873	-0.079568	-0.004314
-0.079487	-0.086467	-0.008722
-0.082054	-0.087681	-0.012711
-0.075968	-0.080661	-0.014325
-0.061134	-0.065247	-0.012254
-0.040089	-0.043829	-0.006469
-0.016492	-0.019944	0.001889
0.006615	0.003167	0.011237
0.027745	0.023058	0.02025
0.04691	0.038066	0.027988
0.064952	0.04761	0.033544
0.082425	0.052496	0.035936
0.098041	0.054539	0.034623
0.108166	0.055698	0.029998
0.108936	0.057335	0.023267
0.099179	0.05994	0.015845
0.081202	0.063164	0.00877
0.05923	0.065704	0.002465
0.037188	0.065363	-0.003078
0.017284	0.060003	-0.00774
-0.000173	0.048894	-0.01091
-0.016076	0.033149	-0.011833
-0.031584	0.014995	-0.010281
-0.047478	-0.003393	-0.006768
-0.063963	-0.020702	-0.002226
-0.08082	-0.036648	0.002476
-0.097607	-0.051566	0.006831
-0.113359	-0.065377	0.010729
-0.125668	-0.076224	0.01432
-0.130731	-0.080396	0.017821
-0.125443	-0.07458	0.021386
-0.109696	-0.058381	0.025059
-0.086515	-0.034626	0.028802
-0.060264	-0.007626	0.032545
-0.034578	0.018876	0.036165
-0.011233	0.042503	0.039253
0.009782	0.061495	0.040895
0.029473	0.073992	0.039972
0.048737	0.078739	0.035889
0.067071	0.076265	0.029013
0.081823	0.068886	0.020453
0.089325	0.059566	0.011455
0.087386	0.050651	0.003038
0.076838	0.043228	-0.003753
0.060926	0.03723	-0.007559
0.043456	0.031982	-0.007236
0.027149	0.026775	-0.002866
0.013007	0.021209	0.003651
0.000637	0.015242	0.009063
-0.010953	0.009059	0.010393
-0.022642	0.00289	0.006516
-0.034642	-0.003118	-0.00157
-0.04588	-0.009128	-0.011719
-0.053852	-0.016107	-0.02165
-0.055842	-0.025533	-0.029039
-0.050741	-0.037411	-0.031364
-0.039757	-0.048822	-0.026781
-0.025573	-0.055507	-0.015346
-0.010907	-0.054892	0.000797
0.002545	-0.047483	0.018063
0.0143	-0.036019	0.032326
0.02441	-0.023663	0.040234
0.032489	-0.012559	0.040596
0.037477	-0.002616	0.034741
0.038452	0.009339	0.025513
0.035522	0.026681	0.015748
0.02988	0.047345	0.007197
0.023154	0.063467	0.00028
0.016662	0.067508	-0.005374
0.011026	0.057417	-0.009874
0.006215	0.036809	-0.012345
0.00185	0.011861	-0.01139
-0.002475	-0.012131	-0.00627
-0.00699	-0.032398	0.002328
-0.011626	-0.047913	0.01219
-0.015805	-0.057573	0.020016
-0.018442	-0.059756	0.022747
-0.01851	-0.053657	0.019464
-0.015766	-0.040438	0.012303
-0.010881	-0.022891	0.005263
-0.005002	-0.004108	0.001807
0.000844	0.013736	0.003172
0.0061	0.029839	0.008338
0.010712	0.044504	0.015072
0.01493	0.05851	0.021013
0.01906	0.072312	0.024421
0.0233	0.085018	0.024632
0.027697	0.093956	0.022132
0.032069	0.09602	0.018105
0.035736	0.089851	0.013772
0.037449	0.076771	0.009915
0.036029	0.059864	0.006743
0.031213	0.042314	0.004056
0.023827	0.02614	0.001517
0.015255	0.011872	-0.001131
0.006734	-0.001023	-0.003978
-0.001067	-0.013429	-0.006973
-0.008082	-0.026028	-0.01001
-0.01461	-0.03888	-0.012908
-0.021021	-0.05093	-0.015198
-0.027386	-0.060008	-0.016018
-0.03288	-0.064015	-0.014549
-0.03553	-0.062395	-0.010616
-0.033141	-0.056427	-0.004824
-0.024907	-0.048325	0.001826
-0.01235	-0.040069	0.008437
